expert,stage,active_owned_classes,configured_owned_classes,ood_role,id_support,ood_support,threshold,auroc,aupr_id,fpr95,id_retain_at_tau,ood_detect_at_tau
flood,pretrained,dos,"ddos,dos",non_owned_known_attack,100000,100323,-4.211588382720947,0.8714838305273966,0.8292332719613551,0.3466204160561387,0.97254,0.5998923477168745
flood,pretrained,dos,"ddos,dos",unseen,100000,100000,-4.211588382720947,0.8152751723,0.7324395940168759,0.40102,0.97254,0.51241
flood,pretrained,dos,"ddos,dos",target_non_owned_validation,100000,50323,-4.211588382720947,0.9048854506885521,0.9091809284675262,0.33070365439262367,0.97254,0.6207896985473839
flood,pretrained,dos,"ddos,dos",external_aux_validation,100000,51535,-4.211588382720947,0.7588390528766857,0.7521871555805905,0.33778985155719415,0.97254,0.6585621422334336
flood,pretrained,dos,"ddos,dos",benign_diagnostic,100000,51989,-4.211588382720947,0.7825143991036566,0.746684588272087,0.23451114658870145,0.97254,0.7315778337725288
flood,pretrained,dos,"ddos,dos",pooled_attack_out,100000,200323,-4.211588382720947,0.8434248167209957,0.6343913581439565,0.3737763511928236,0.97254,0.5562217019513486
flood,pretrained,dos,"ddos,dos",unseen::ddos,100000,100000,-4.211588382720947,0.8152751723,0.7324395940168759,0.40102,0.97254,0.51241
flood,energy_finetuned,dos,"ddos,dos",non_owned_known_attack,100000,100323,-5.372783660888672,0.9808559978270188,0.9891559466807943,0.0,0.96201,1.0
flood,energy_finetuned,dos,"ddos,dos",unseen,100000,100000,-5.372783660888672,0.58904699925,0.5463896533976669,0.88874,0.96201,0.01934
flood,energy_finetuned,dos,"ddos,dos",target_non_owned_validation,100000,50323,-5.372783660888672,0.979404752200783,0.9926554632943831,0.0,0.96201,1.0
flood,energy_finetuned,dos,"ddos,dos",external_aux_validation,100000,51535,-5.372783660888672,0.97539767294072,0.9908607890090789,0.0,0.96201,1.0
flood,energy_finetuned,dos,"ddos,dos",benign_diagnostic,100000,51989,-5.372783660888672,0.9795318403893131,0.9923153292065089,0.0,0.96201,0.9999615303237224
flood,energy_finetuned,dos,"ddos,dos",pooled_attack_out,100000,200323,-5.372783660888672,0.7852673741657222,0.5429541252543801,0.443653499598149,0.96201,0.5104606061211144
flood,energy_finetuned,dos,"ddos,dos",unseen::ddos,100000,100000,-5.372783660888672,0.58904699925,0.5463896533976669,0.88874,0.96201,0.01934
recon,pretrained,reconnaissance,reconnaissance,non_owned_known_attack,100000,100323,-3.8824305534362793,0.202936355471826,0.3705846782356657,0.9981559562612761,0.99202,0.0015250740109446488
recon,pretrained,reconnaissance,reconnaissance,unseen,100000,100000,-3.8824305534362793,0.1836390986,0.3727751486936026,0.99876,0.99202,0.00097
recon,pretrained,reconnaissance,reconnaissance,target_non_owned_validation,100000,50323,-3.8824305534362793,0.2948085006855712,0.5908100478493394,0.9999006418536256,0.99202,7.9486517099537e-05
recon,pretrained,reconnaissance,reconnaissance,external_aux_validation,100000,61316,-3.8824305534362793,0.7119513416563377,0.7321251653201862,0.6844216843890665,0.99202,0.30690195055124275
recon,pretrained,reconnaissance,reconnaissance,benign_diagnostic,100000,51989,-3.8824305534362793,0.4798348630479525,0.6632120986020933,0.8954201850391429,0.99202,0.056261901556098406
recon,pretrained,reconnaissance,reconnaissance,pooled_attack_out,100000,200323,-3.8824305534362793,0.19330328444562034,0.23092140233393912,0.9984574911517898,0.99202,0.0012479845050243855
recon,pretrained,reconnaissance,reconnaissance,unseen::ddos,100000,100000,-3.8824305534362793,0.1836390986,0.3727751486936026,0.99876,0.99202,0.00097
recon,energy_finetuned,reconnaissance,reconnaissance,non_owned_known_attack,100000,100323,-4.22418212890625,0.9926286599284312,0.9911877370444437,0.02130119713325957,0.87382,0.984410354554788
recon,energy_finetuned,reconnaissance,reconnaissance,unseen,100000,100000,-4.22418212890625,0.99961399715,0.9995986089616469,0.00314,0.87382,0.99999
recon,energy_finetuned,reconnaissance,reconnaissance,target_non_owned_validation,100000,50323,-4.22418212890625,0.9799075724817679,0.9879293278295231,0.05093098583152833,0.87382,0.9548119150289133
recon,energy_finetuned,reconnaissance,reconnaissance,external_aux_validation,100000,61316,-4.22418212890625,0.996548776828234,0.9978045070185559,0.024903777154413203,0.87382,0.9988420640615826
recon,energy_finetuned,reconnaissance,reconnaissance,benign_diagnostic,100000,51989,-4.22418212890625,0.7262139282348188,0.8304436322537869,0.7865510011733251,0.87382,0.3131623997384062
recon,energy_finetuned,reconnaissance,reconnaissance,pooled_attack_out,100000,200323,-4.22418212890625,0.9961156969743864,0.9908041630529613,0.012235240087259076,0.87382,0.9921876169985473
recon,energy_finetuned,reconnaissance,reconnaissance,unseen::ddos,100000,100000,-4.22418212890625,0.99961399715,0.9995986089616469,0.00314,0.87382,0.99999
theft,pretrained,theft,theft,non_owned_known_attack,323,200000,-0.9130251407623291,0.4657288080495357,0.002349860829940833,0.585485,0.9442724458204335,0.416835
theft,pretrained,theft,theft,unseen,323,100000,-0.9130251407623291,0.008934055727554194,0.002538392867879449,0.99497,0.9442724458204335,0.00505
theft,pretrained,theft,theft,target_non_owned_validation,323,100000,-0.9130251407623291,0.47655396284829726,0.00477891650430547,0.53467,0.9442724458204335,0.46602
theft,pretrained,theft,theft,external_aux_validation,323,68731,-0.9130251407623291,0.5102977178539587,0.007353226994544465,0.7368436367868938,0.9442724458204335,0.3075177139864108
theft,pretrained,theft,theft,benign_diagnostic,323,51989,-0.9130251407623291,0.6653693770776827,0.01421814295016102,0.4924503260305065,0.9442724458204335,0.5086845294196849
theft,pretrained,theft,theft,pooled_attack_out,323,300000,-0.9130251407623291,0.3134638906088751,0.0012208702609972793,0.72198,0.9442724458204335,0.27957333333333334
theft,pretrained,theft,theft,unseen::ddos,323,100000,-0.9130251407623291,0.008934055727554194,0.002538392867879449,0.99497,0.9442724458204335,0.00505
theft,energy_finetuned,theft,theft,non_owned_known_attack,323,200000,-1.1397960186004639,0.9369725077399381,0.6027129351489997,0.520285,0.9380804953560371,0.480345
theft,energy_finetuned,theft,theft,unseen,323,100000,-1.1397960186004639,0.8872974303405573,0.8811762264403153,0.98243,0.9380804953560371,0.01766
theft,energy_finetuned,theft,theft,target_non_owned_validation,323,100000,-1.1397960186004639,0.9374022600619196,0.7099887524234034,0.52099,0.9380804953560371,0.47965
theft,energy_finetuned,theft,theft,external_aux_validation,323,68731,-1.1397960186004639,0.9536159117748635,0.6576378870745478,0.26024646811482444,0.9380804953560371,0.7605738313133812
theft,energy_finetuned,theft,theft,benign_diagnostic,323,51989,-1.1397960186004639,0.9737518897632966,0.8012186995533256,0.19696474254169152,0.9380804953560371,0.8373694435361326
theft,energy_finetuned,theft,theft,pooled_attack_out,323,300000,-1.1397960186004639,0.9204141486068111,0.6024309737287644,0.6743333333333333,0.9380804953560371,0.32611666666666667
theft,energy_finetuned,theft,theft,unseen::ddos,323,100000,-1.1397960186004639,0.8872974303405573,0.8811762264403153,0.98243,0.9380804953560371,0.01766
