cal_rows,cal_rows_used,delta,verifier_alpha,q_corr,lower_bound_coverage_cal_insample,target_coverage,tau_pre,tau_post,cal_benign_fpr0
12305,8342,0.1,0.25,0.0006,0.8999,0.9,inf,inf,0.34
